x,y,z
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-13.451287372473923,-2.0552861538211507,14.436083839830594
-12.69270095133608,-1.3366300321926585,13.772805178215057
-11.952531521212727,-0.47093868762104285,13.601182976836752
-11.720288144816505,-2.326723019842168,13.90007943169615
-11.28664376077218,-1.2000836193488695,13.39486424174548
-10.954325757752901,-0.41239097777808126,13.078524983420103
-13.220913262971232,-0.5167195558613713,16.564204079168782
-13.220913262971232,-0.5167195558613713,16.564204079168782
-16.9396181631586,-0.6054819220904778,22.66391556656561
-1.0,-1.0,-1.0
-7.192374745615111,2.4577430698097698,9.992190665875876
-8.080979663375215,-1.8560168171635503,12.048387750483263
-4.771573461266763,-0.41274100618387494,7.147499608822762
-7.594145687149741,-0.17043541058008121,11.455531552058378
-7.3719256244317375,-0.324091587347166,11.387288751934763
-7.870571519931666,-2.970789634504782,12.14411468807285
-7.213330547308813,0.15170513146670211,11.359680728535047
-7.1893721984557875,-0.17841414195483532,11.33643952971304
-6.920533935959063,-3.315954049746519,11.420292940492141
-6.753484233676484,-1.3256449707939122,11.19056608471505
-6.197193605215013,-0.24438266463240477,10.359656090934529
-1.0,-1.0,-1.0
-4.681380431711976,0.9012786200340916,9.015416576077211
-4.507158620098681,0.6442175968583852,8.9132689438139
-5.0756537663995624,-0.6598013510881857,10.191283041384
-5.0756537663995624,-0.6598013510881857,10.191283041384
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-6.023852115704733,3.5749348408506134,12.533076545458945
-1.0,-1.0,-1.0
-5.72213968597289,3.4718907743713174,12.232739163023766
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-3.532149051024669,1.4596005165434593,8.547116697040162
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
0.5439387442283543,-0.09481700090344541,1.724123276956114
-3.520028614238818,-2.7367030842146614,9.602525227580497
-1.0,-1.0,-1.0
-3.4399090536962316,-2.7716049143515256,9.599916405869221
-3.348227783119055,2.5138114590000957,9.57926484057345
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-3.897922341863528,-2.7379518567149375,11.073540108519689
-3.897922341863528,-2.7379518567149375,11.073540108519689
-3.334339876168475,0.6530421414211278,9.882322969784243
-3.334339876168475,0.6530421414211278,9.882322969784243
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-10.969201949975481,-0.6741426462907104,33.479680263115306
-6.166279720461807,-1.1628405006116658,19.22413986755683
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-2.945428699519391,0.3844163355656225,9.628721905036375
-1.0,-1.0,-1.0
-1.677779840269505,1.5794522024202504,5.566745823837178
-1.0,-1.0,-1.0
-2.6581932708623857,-2.5317641849273147,10.124628911323338
-1.0,-1.0,-1.0
-2.505672277885616,2.536658322001446,12.932143097188979
-1.5498531358143348,0.23850109889108573,8.409035522080456
-1.862490993117838,-1.8656357418355332,10.651676734278823
-26.24185829010864,8.792290915152808,153.9553557690378
-1.8208581107869257,3.037093657773519,11.451764010095657
-1.8243673141037071,-3.9950407935553605,11.247425030457437
-1.818985927619934,2.4509972732626664,11.64270089803665
-1.614627506681297,0.04993593491736336,10.516131760250037
-1.614627506681297,0.04993593491736336,10.516131760250037
-1.7733841317755983,2.155683510832339,11.812194209414653
-1.632132868225577,-1.8328862459868127,11.186121403188102
-1.4279669761296565,2.6339906030829385,10.968099434937685
-0.9424568460455618,2.089962645365214,8.360555480568511
-1.2297322093569003,1.996707689129769,11.135182122506807
-1.0799587020448633,2.1465990919360634,10.988373950661655
-0.9898666630672691,2.5723692575341905,10.33961042884958
-1.0005333479310339,-4.517733264853728,12.500048631437533
-0.7577813478973628,2.2028579799302417,10.846950942391794
-0.6986033256713974,-3.457206521128865,11.788923274758709
-1.450193043024262,1.327500551050426,27.75056939111811
-0.5790183314586443,0.05799282184970482,13.017298118672187
-0.3561389602830599,1.9428601321761991,7.932746025748869
-0.2944942386938768,1.5935860820617542,8.369785214504313
-0.5289069326571079,0.8709292981366168,16.320048196319274
-0.3440627005917659,2.3407813708819267,10.711186324658746
-0.394910018813581,-1.7232927690407547,12.64147275499344
-0.20330798722447546,0.057083943937399344,8.38888585029075
-0.3146502926448193,-3.675017877577293,13.36288960426422
-0.18439585795879104,2.281517708500808,9.53499154355923
-0.28209357458477136,-4.321180325132098,13.27148636939598
-0.2268695982242626,-1.7306514556301469,12.898945297635384
-0.2268695982242626,-1.7306514556301469,12.898945297635384
-0.19585873455241465,-2.1957448747959676,12.940442820947933
-0.17008160649364107,0.6885929562390799,11.893720512347095
-0.045244130753523105,2.1986515649680007,9.585108579384578
-0.0360676947730354,-3.6860982506504794,12.089564344668906
0.013010223114130172,0.5977352290529772,9.62205337122111
0.11819915362601514,-1.642975287581145,13.642671347238633
0.11819915362601514,-1.642975287581145,13.642671347238633
0.17446566842553438,-4.2117511167184425,13.906740190830462
0.22409921042411216,-1.407324253984496,13.34932701143279
0.33696797216577984,-3.1666559989152576,13.562320801841308
0.33696797216577984,-3.1666559989152576,13.562320801841308
0.5846602430508405,-1.3537557390329138,14.241455982749995
1.2085593091497684,-3.0337268813155607,14.98960680444818
1.2994124481981932,0.9157132135847227,14.791644700888334
1.2836641389433265,-3.401859107981213,14.871325097310141
1.3381574539379975,-1.5663927303868566,14.53879665714632
1.3960888652130654,-2.665924368014827,14.003099250511232
1.3960888652130654,-2.665924368014827,14.003099250511232
1.6658733940417874,1.0223706980734322,15.908402966073876
1.6658733940417874,1.0223706980734322,15.908402966073876
1.5936934788325416,-3.471223677015905,14.69089174362341
2.3075441603731743,1.358525468779314,18.101568215795034
